05-29-23_18-09-51-902 - Logging Started
18-10-14-886 - (STATS) -------- AIs:[50] - WcBlocks:[214] - AiReq:[22] Targ:[48] Bloc:[575] Aim:[475] CCast:[312] RndCast[114] TopCast[0]
18-12-21-372 - (STATS) -------- AIs:[48] - WcBlocks:[214] - AiReq:[30] Targ:[102] Bloc:[134] Aim:[180] CCast:[63] RndCast[15] TopCast[0]
18-12-24-374 - (STATS) -------- AIs:[48] - WcBlocks:[214] - AiReq:[30] Targ:[102] Bloc:[199] Aim:[232] CCast:[106] RndCast[24] TopCast[0]
18-12-27-375 - (STATS) -------- AIs:[48] - WcBlocks:[214] - AiReq:[30] Targ:[102] Bloc:[125] Aim:[168] CCast:[53] RndCast[13] TopCast[0]
18-12-30-766 - (STATS) -------- AIs:[48] - WcBlocks:[214] - AiReq:[30] Targ:[102] Bloc:[134] Aim:[170] CCast:[53] RndCast[15] TopCast[0]
18-12-33-765 - (STATS) -------- AIs:[49] - WcBlocks:[215] - AiReq:[30] Targ:[102] Bloc:[116] Aim:[166] CCast:[53] RndCast[11] TopCast[0]
18-12-36-766 - (STATS) -------- AIs:[50] - WcBlocks:[216] - AiReq:[30] Targ:[102] Bloc:[134] Aim:[170] CCast:[53] RndCast[15] TopCast[0]
18-12-39-765 - (STATS) -------- AIs:[52] - WcBlocks:[218] - AiReq:[30] Targ:[102] Bloc:[199] Aim:[232] CCast:[106] RndCast[24] TopCast[0]
18-12-42-770 - (STATS) -------- AIs:[53] - WcBlocks:[219] - AiReq:[30] Targ:[102] Bloc:[125] Aim:[168] CCast:[53] RndCast[13] TopCast[0]
18-12-45-766 - (STATS) -------- AIs:[54] - WcBlocks:[220] - AiReq:[30] Targ:[102] Bloc:[134] Aim:[170] CCast:[53] RndCast[15] TopCast[0]
18-12-48-766 - (STATS) -------- AIs:[54] - WcBlocks:[220] - AiReq:[29] Targ:[101] Bloc:[75] Aim:[105] CCast:[4] RndCast[0] TopCast[0]
18-12-51-904 - (STATS) -------- AIs:[54] - WcBlocks:[220] - AiReq:[27] Targ:[99] Bloc:[134] Aim:[167] CCast:[53] RndCast[15] TopCast[0]
18-12-54-905 - (STATS) -------- AIs:[54] - WcBlocks:[220] - AiReq:[29] Targ:[101] Bloc:[84] Aim:[106] CCast:[3] RndCast[2] TopCast[0]
18-12-57-905 - (STATS) -------- AIs:[54] - WcBlocks:[220] - AiReq:[28] Targ:[100] Bloc:[164] Aim:[124] CCast:[3] RndCast[2] TopCast[0]
18-13-00-905 - (STATS) -------- AIs:[54] - WcBlocks:[220] - AiReq:[28] Targ:[100] Bloc:[209] Aim:[118] CCast:[2] RndCast[4] TopCast[0]
18-13-03-904 - (STATS) -------- AIs:[55] - WcBlocks:[222] - AiReq:[31] Targ:[100] Bloc:[154] Aim:[112] CCast:[0] RndCast[0] TopCast[0]
18-13-06-906 - (STATS) -------- AIs:[55] - WcBlocks:[222] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-13-09-905 - (STATS) -------- AIs:[55] - WcBlocks:[222] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-13-12-905 - (STATS) -------- AIs:[55] - WcBlocks:[222] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-13-15-903 - (STATS) -------- AIs:[52] - WcBlocks:[222] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-13-18-906 - (STATS) -------- AIs:[52] - WcBlocks:[222] - AiReq:[24] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-13-21-905 - (STATS) -------- AIs:[52] - WcBlocks:[222] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-13-24-905 - (STATS) -------- AIs:[52] - WcBlocks:[222] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-13-27-906 - (STATS) -------- AIs:[52] - WcBlocks:[222] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-13-30-906 - (STATS) -------- AIs:[52] - WcBlocks:[222] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-13-33-905 - (STATS) -------- AIs:[52] - WcBlocks:[222] - AiReq:[24] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-13-36-904 - (STATS) -------- AIs:[52] - WcBlocks:[222] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-13-39-905 - (STATS) -------- AIs:[52] - WcBlocks:[222] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-13-42-905 - (STATS) -------- AIs:[52] - WcBlocks:[222] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-13-45-904 - (STATS) -------- AIs:[52] - WcBlocks:[222] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-13-48-905 - (STATS) -------- AIs:[52] - WcBlocks:[222] - AiReq:[24] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-13-51-905 - (STATS) -------- AIs:[52] - WcBlocks:[222] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-13-54-905 - (STATS) -------- AIs:[52] - WcBlocks:[222] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-13-57-904 - (STATS) -------- AIs:[52] - WcBlocks:[222] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-14-00-905 - (STATS) -------- AIs:[52] - WcBlocks:[225] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-14-03-905 - (STATS) -------- AIs:[52] - WcBlocks:[226] - AiReq:[24] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-14-06-905 - (STATS) -------- AIs:[52] - WcBlocks:[226] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-14-09-904 - (STATS) -------- AIs:[52] - WcBlocks:[226] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-14-12-909 - (STATS) -------- AIs:[52] - WcBlocks:[226] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-14-15-904 - (STATS) -------- AIs:[52] - WcBlocks:[226] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-14-18-905 - (STATS) -------- AIs:[52] - WcBlocks:[226] - AiReq:[24] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-14-21-904 - (STATS) -------- AIs:[52] - WcBlocks:[226] - AiReq:[26] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-14-24-904 - (STATS) -------- AIs:[52] - WcBlocks:[226] - AiReq:[30] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-14-27-906 - (STATS) -------- AIs:[52] - WcBlocks:[226] - AiReq:[30] Targ:[100] Bloc:[377] Aim:[354] CCast:[208] RndCast[46] TopCast[0]
18-14-30-906 - (STATS) -------- AIs:[52] - WcBlocks:[226] - AiReq:[30] Targ:[102] Bloc:[437] Aim:[425] CCast:[264] RndCast[59] TopCast[0]
18-14-33-904 - (STATS) -------- AIs:[52] - WcBlocks:[226] - AiReq:[30] Targ:[102] Bloc:[315] Aim:[113] CCast:[11] RndCast[0] TopCast[0]
18-14-36-903 - (STATS) -------- AIs:[52] - WcBlocks:[226] - AiReq:[26] Targ:[98] Bloc:[149] Aim:[108] CCast:[5] RndCast[4] TopCast[0]
18-14-39-904 - (STATS) -------- AIs:[52] - WcBlocks:[226] - AiReq:[26] Targ:[98] Bloc:[141] Aim:[107] CCast:[7] RndCast[2] TopCast[0]
18-14-42-903 - (STATS) -------- AIs:[52] - WcBlocks:[226] - AiReq:[32] Targ:[102] Bloc:[357] Aim:[241] CCast:[87] RndCast[24] TopCast[0]
18-14-45-903 - (STATS) -------- AIs:[52] - WcBlocks:[226] - AiReq:[30] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-14-48-905 - (STATS) -------- AIs:[52] - WcBlocks:[226] - AiReq:[34] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-14-51-903 - (STATS) -------- AIs:[52] - WcBlocks:[226] - AiReq:[36] Targ:[102] Bloc:[398] Aim:[321] CCast:[160] RndCast[37] TopCast[0]
18-14-54-905 - (STATS) -------- AIs:[52] - WcBlocks:[226] - AiReq:[36] Targ:[102] Bloc:[381] Aim:[305] CCast:[156] RndCast[35] TopCast[0]
18-14-57-904 - (STATS) -------- AIs:[52] - WcBlocks:[226] - AiReq:[36] Targ:[102] Bloc:[381] Aim:[305] CCast:[156] RndCast[35] TopCast[0]
18-15-00-904 - (STATS) -------- AIs:[52] - WcBlocks:[226] - AiReq:[36] Targ:[102] Bloc:[390] Aim:[307] CCast:[156] RndCast[37] TopCast[0]
18-15-03-905 - (STATS) -------- AIs:[52] - WcBlocks:[226] - AiReq:[36] Targ:[102] Bloc:[372] Aim:[303] CCast:[156] RndCast[33] TopCast[0]
18-15-06-905 - (STATS) -------- AIs:[52] - WcBlocks:[226] - AiReq:[36] Targ:[102] Bloc:[244] Aim:[181] CCast:[52] RndCast[15] TopCast[0]
18-15-09-905 - (STATS) -------- AIs:[52] - WcBlocks:[226] - AiReq:[36] Targ:[102] Bloc:[162] Aim:[116] CCast:[0] RndCast[2] TopCast[0]
18-15-12-905 - (STATS) -------- AIs:[52] - WcBlocks:[226] - AiReq:[36] Targ:[102] Bloc:[235] Aim:[179] CCast:[52] RndCast[13] TopCast[0]
18-15-15-905 - (STATS) -------- AIs:[52] - WcBlocks:[226] - AiReq:[36] Targ:[102] Bloc:[244] Aim:[181] CCast:[52] RndCast[15] TopCast[0]
18-15-18-908 - (STATS) -------- AIs:[52] - WcBlocks:[226] - AiReq:[36] Targ:[102] Bloc:[153] Aim:[114] CCast:[0] RndCast[0] TopCast[0]
18-15-21-904 - (STATS) -------- AIs:[52] - WcBlocks:[226] - AiReq:[36] Targ:[102] Bloc:[244] Aim:[181] CCast:[52] RndCast[15] TopCast[0]
18-15-24-905 - (STATS) -------- AIs:[52] - WcBlocks:[226] - AiReq:[36] Targ:[102] Bloc:[162] Aim:[116] CCast:[0] RndCast[2] TopCast[0]
18-15-27-904 - (STATS) -------- AIs:[52] - WcBlocks:[226] - AiReq:[36] Targ:[102] Bloc:[235] Aim:[179] CCast:[52] RndCast[13] TopCast[0]
18-15-30-905 - (STATS) -------- AIs:[52] - WcBlocks:[226] - AiReq:[36] Targ:[102] Bloc:[244] Aim:[181] CCast:[52] RndCast[15] TopCast[0]
18-15-33-904 - (STATS) -------- AIs:[52] - WcBlocks:[226] - AiReq:[36] Targ:[102] Bloc:[153] Aim:[114] CCast:[0] RndCast[0] TopCast[0]
18-15-36-905 - (STATS) -------- AIs:[52] - WcBlocks:[226] - AiReq:[36] Targ:[102] Bloc:[244] Aim:[181] CCast:[52] RndCast[15] TopCast[0]
18-15-39-904 - (STATS) -------- AIs:[52] - WcBlocks:[226] - AiReq:[36] Targ:[101] Bloc:[162] Aim:[115] CCast:[0] RndCast[2] TopCast[0]
18-15-42-906 - (STATS) -------- AIs:[52] - WcBlocks:[226] - AiReq:[32] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-15-45-904 - (STATS) -------- AIs:[52] - WcBlocks:[226] - AiReq:[30] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-15-48-905 - (STATS) -------- AIs:[52] - WcBlocks:[226] - AiReq:[30] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-15-51-905 - (STATS) -------- AIs:[52] - WcBlocks:[226] - AiReq:[30] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-15-54-904 - (STATS) -------- AIs:[52] - WcBlocks:[226] - AiReq:[30] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-15-57-904 - (STATS) -------- AIs:[52] - WcBlocks:[226] - AiReq:[30] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-16-00-904 - (STATS) -------- AIs:[51] - WcBlocks:[226] - AiReq:[30] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-16-03-905 - (STATS) -------- AIs:[51] - WcBlocks:[226] - AiReq:[30] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-16-06-904 - (STATS) -------- AIs:[51] - WcBlocks:[226] - AiReq:[30] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-16-09-905 - (STATS) -------- AIs:[51] - WcBlocks:[226] - AiReq:[30] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-16-12-909 - (STATS) -------- AIs:[51] - WcBlocks:[226] - AiReq:[30] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-16-15-905 - (STATS) -------- AIs:[51] - WcBlocks:[226] - AiReq:[30] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-16-18-904 - (STATS) -------- AIs:[51] - WcBlocks:[226] - AiReq:[30] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-16-21-904 - (STATS) -------- AIs:[51] - WcBlocks:[226] - AiReq:[30] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-16-24-903 - (STATS) -------- AIs:[51] - WcBlocks:[226] - AiReq:[30] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-16-27-904 - (STATS) -------- AIs:[51] - WcBlocks:[226] - AiReq:[30] Targ:[96] Bloc:[48] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-16-30-906 - (STATS) -------- AIs:[51] - WcBlocks:[226] - AiReq:[30] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-16-33-904 - (STATS) -------- AIs:[51] - WcBlocks:[226] - AiReq:[30] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-16-36-904 - (STATS) -------- AIs:[51] - WcBlocks:[226] - AiReq:[30] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-16-39-905 - (STATS) -------- AIs:[51] - WcBlocks:[226] - AiReq:[30] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-16-42-905 - (STATS) -------- AIs:[51] - WcBlocks:[226] - AiReq:[30] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-16-45-904 - (STATS) -------- AIs:[51] - WcBlocks:[226] - AiReq:[30] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-16-48-905 - (STATS) -------- AIs:[51] - WcBlocks:[226] - AiReq:[30] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-16-51-904 - (STATS) -------- AIs:[51] - WcBlocks:[226] - AiReq:[30] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-16-54-905 - (STATS) -------- AIs:[51] - WcBlocks:[226] - AiReq:[30] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-16-57-905 - (STATS) -------- AIs:[51] - WcBlocks:[226] - AiReq:[30] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-17-00-906 - (STATS) -------- AIs:[51] - WcBlocks:[226] - AiReq:[30] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-17-03-904 - (STATS) -------- AIs:[52] - WcBlocks:[232] - AiReq:[30] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-17-06-905 - (STATS) -------- AIs:[52] - WcBlocks:[232] - AiReq:[30] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-17-09-905 - (STATS) -------- AIs:[52] - WcBlocks:[232] - AiReq:[30] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-17-12-906 - (STATS) -------- AIs:[52] - WcBlocks:[232] - AiReq:[30] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-17-15-904 - (STATS) -------- AIs:[52] - WcBlocks:[232] - AiReq:[30] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-17-18-904 - (STATS) -------- AIs:[52] - WcBlocks:[232] - AiReq:[30] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-17-21-905 - (STATS) -------- AIs:[52] - WcBlocks:[232] - AiReq:[30] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-17-24-904 - (STATS) -------- AIs:[53] - WcBlocks:[236] - AiReq:[30] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-17-27-905 - (STATS) -------- AIs:[53] - WcBlocks:[236] - AiReq:[30] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-17-30-905 - (STATS) -------- AIs:[53] - WcBlocks:[236] - AiReq:[30] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-17-33-904 - (STATS) -------- AIs:[53] - WcBlocks:[236] - AiReq:[30] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-17-36-905 - (STATS) -------- AIs:[53] - WcBlocks:[236] - AiReq:[30] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-17-39-905 - (STATS) -------- AIs:[53] - WcBlocks:[236] - AiReq:[30] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-17-42-905 - (STATS) -------- AIs:[53] - WcBlocks:[236] - AiReq:[30] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-17-45-905 - (STATS) -------- AIs:[53] - WcBlocks:[236] - AiReq:[30] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-17-48-905 - (STATS) -------- AIs:[53] - WcBlocks:[236] - AiReq:[30] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-17-52-058 - (STATS) -------- AIs:[53] - WcBlocks:[236] - AiReq:[30] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-17-55-059 - (STATS) -------- AIs:[53] - WcBlocks:[236] - AiReq:[36] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-17-58-059 - (STATS) -------- AIs:[53] - WcBlocks:[236] - AiReq:[48] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-18-01-058 - (STATS) -------- AIs:[53] - WcBlocks:[236] - AiReq:[48] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-18-04-058 - (STATS) -------- AIs:[53] - WcBlocks:[236] - AiReq:[48] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
