05-28-23_22-13-46-408 - Logging Started
22-14-03-927 - (STATS) -------- AIs:[24] - WcBlocks:[120] - AiReq:[10] Targ:[13] Bloc:[95] Aim:[94] CCast:[0] RndCast[81] TopCast[0]
22-14-39-921 - (STATS) -------- AIs:[24] - WcBlocks:[120] - AiReq:[24] Targ:[24] Bloc:[10] Aim:[34] CCast:[0] RndCast[10] TopCast[0]
22-14-42-921 - (STATS) -------- AIs:[24] - WcBlocks:[120] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-14-45-921 - (STATS) -------- AIs:[24] - WcBlocks:[120] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-14-48-921 - (STATS) -------- AIs:[24] - WcBlocks:[120] - AiReq:[24] Targ:[24] Bloc:[20] Aim:[44] CCast:[0] RndCast[20] TopCast[0]
22-14-51-921 - (STATS) -------- AIs:[24] - WcBlocks:[120] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-14-54-921 - (STATS) -------- AIs:[24] - WcBlocks:[120] - AiReq:[24] Targ:[24] Bloc:[10] Aim:[34] CCast:[0] RndCast[10] TopCast[0]
22-14-57-922 - (STATS) -------- AIs:[24] - WcBlocks:[120] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-15-00-935 - (STATS) -------- AIs:[24] - WcBlocks:[120] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-15-03-921 - (STATS) -------- AIs:[23] - WcBlocks:[120] - AiReq:[24] Targ:[24] Bloc:[20] Aim:[44] CCast:[0] RndCast[20] TopCast[0]
22-15-06-922 - (STATS) -------- AIs:[23] - WcBlocks:[120] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-15-09-922 - (STATS) -------- AIs:[23] - WcBlocks:[120] - AiReq:[24] Targ:[24] Bloc:[10] Aim:[34] CCast:[0] RndCast[10] TopCast[0]
22-15-12-934 - (STATS) -------- AIs:[23] - WcBlocks:[120] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-15-16-280 - (STATS) -------- AIs:[23] - WcBlocks:[120] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-15-19-280 - (STATS) -------- AIs:[23] - WcBlocks:[120] - AiReq:[24] Targ:[24] Bloc:[20] Aim:[44] CCast:[0] RndCast[20] TopCast[0]
22-15-22-280 - (STATS) -------- AIs:[23] - WcBlocks:[120] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-15-25-280 - (STATS) -------- AIs:[23] - WcBlocks:[120] - AiReq:[24] Targ:[24] Bloc:[10] Aim:[34] CCast:[0] RndCast[10] TopCast[0]
22-15-28-280 - (STATS) -------- AIs:[23] - WcBlocks:[120] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-15-31-281 - (STATS) -------- AIs:[23] - WcBlocks:[120] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-15-34-281 - (STATS) -------- AIs:[23] - WcBlocks:[120] - AiReq:[24] Targ:[24] Bloc:[20] Aim:[44] CCast:[0] RndCast[20] TopCast[0]
22-15-37-443 - (STATS) -------- AIs:[23] - WcBlocks:[120] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-15-40-433 - (STATS) -------- AIs:[23] - WcBlocks:[120] - AiReq:[24] Targ:[24] Bloc:[10] Aim:[34] CCast:[0] RndCast[10] TopCast[0]
22-15-43-433 - (STATS) -------- AIs:[23] - WcBlocks:[120] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-15-46-438 - (STATS) -------- AIs:[23] - WcBlocks:[120] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-15-49-433 - (STATS) -------- AIs:[23] - WcBlocks:[120] - AiReq:[24] Targ:[24] Bloc:[20] Aim:[44] CCast:[0] RndCast[20] TopCast[0]
22-15-52-433 - (STATS) -------- AIs:[23] - WcBlocks:[120] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-15-55-432 - (STATS) -------- AIs:[23] - WcBlocks:[120] - AiReq:[24] Targ:[24] Bloc:[10] Aim:[34] CCast:[0] RndCast[10] TopCast[0]
22-15-58-432 - (STATS) -------- AIs:[23] - WcBlocks:[120] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-16-01-435 - (STATS) -------- AIs:[23] - WcBlocks:[120] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-16-04-432 - (STATS) -------- AIs:[23] - WcBlocks:[120] - AiReq:[24] Targ:[24] Bloc:[20] Aim:[44] CCast:[0] RndCast[20] TopCast[0]
22-16-07-433 - (STATS) -------- AIs:[23] - WcBlocks:[120] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-16-10-432 - (STATS) -------- AIs:[23] - WcBlocks:[120] - AiReq:[24] Targ:[24] Bloc:[10] Aim:[34] CCast:[0] RndCast[10] TopCast[0]
22-16-13-433 - (STATS) -------- AIs:[24] - WcBlocks:[122] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-16-16-433 - (STATS) -------- AIs:[24] - WcBlocks:[122] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-16-19-432 - (STATS) -------- AIs:[24] - WcBlocks:[122] - AiReq:[24] Targ:[24] Bloc:[20] Aim:[44] CCast:[0] RndCast[20] TopCast[0]
22-16-22-432 - (STATS) -------- AIs:[24] - WcBlocks:[122] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-16-25-433 - (STATS) -------- AIs:[24] - WcBlocks:[122] - AiReq:[24] Targ:[24] Bloc:[10] Aim:[34] CCast:[0] RndCast[10] TopCast[0]
22-16-28-433 - (STATS) -------- AIs:[24] - WcBlocks:[122] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-16-31-433 - (STATS) -------- AIs:[24] - WcBlocks:[122] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-16-34-433 - (STATS) -------- AIs:[24] - WcBlocks:[122] - AiReq:[24] Targ:[24] Bloc:[20] Aim:[44] CCast:[0] RndCast[20] TopCast[0]
22-16-37-433 - (STATS) -------- AIs:[24] - WcBlocks:[122] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-16-40-433 - (STATS) -------- AIs:[24] - WcBlocks:[122] - AiReq:[24] Targ:[24] Bloc:[10] Aim:[34] CCast:[0] RndCast[10] TopCast[0]
22-16-43-433 - (STATS) -------- AIs:[24] - WcBlocks:[122] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-16-46-434 - (STATS) -------- AIs:[24] - WcBlocks:[122] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-16-49-436 - (STATS) -------- AIs:[24] - WcBlocks:[122] - AiReq:[24] Targ:[24] Bloc:[20] Aim:[44] CCast:[0] RndCast[20] TopCast[0]
22-16-52-433 - (STATS) -------- AIs:[24] - WcBlocks:[122] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-16-55-432 - (STATS) -------- AIs:[24] - WcBlocks:[122] - AiReq:[24] Targ:[24] Bloc:[10] Aim:[34] CCast:[0] RndCast[10] TopCast[0]
22-16-58-433 - (STATS) -------- AIs:[24] - WcBlocks:[122] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-17-01-433 - (STATS) -------- AIs:[24] - WcBlocks:[122] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-17-04-432 - (STATS) -------- AIs:[24] - WcBlocks:[122] - AiReq:[24] Targ:[24] Bloc:[20] Aim:[44] CCast:[0] RndCast[20] TopCast[0]
22-17-10-197 - (STATS) -------- AIs:[24] - WcBlocks:[122] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-17-13-196 - (STATS) -------- AIs:[24] - WcBlocks:[122] - AiReq:[24] Targ:[24] Bloc:[10] Aim:[34] CCast:[0] RndCast[10] TopCast[0]
22-17-16-197 - (STATS) -------- AIs:[24] - WcBlocks:[122] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-17-19-198 - (STATS) -------- AIs:[24] - WcBlocks:[122] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-17-22-197 - (STATS) -------- AIs:[24] - WcBlocks:[122] - AiReq:[24] Targ:[24] Bloc:[20] Aim:[44] CCast:[0] RndCast[20] TopCast[0]
22-17-25-197 - (STATS) -------- AIs:[24] - WcBlocks:[122] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-17-28-197 - (STATS) -------- AIs:[24] - WcBlocks:[122] - AiReq:[24] Targ:[24] Bloc:[10] Aim:[34] CCast:[0] RndCast[10] TopCast[0]
22-17-31-196 - (STATS) -------- AIs:[24] - WcBlocks:[122] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-17-34-211 - (STATS) -------- AIs:[24] - WcBlocks:[126] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-17-37-197 - (STATS) -------- AIs:[25] - WcBlocks:[134] - AiReq:[24] Targ:[24] Bloc:[20] Aim:[44] CCast:[0] RndCast[20] TopCast[0]
22-17-40-198 - (STATS) -------- AIs:[25] - WcBlocks:[134] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-17-43-197 - (STATS) -------- AIs:[25] - WcBlocks:[136] - AiReq:[24] Targ:[24] Bloc:[10] Aim:[34] CCast:[0] RndCast[10] TopCast[0]
22-17-46-198 - (STATS) -------- AIs:[25] - WcBlocks:[136] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-17-49-198 - (STATS) -------- AIs:[25] - WcBlocks:[136] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-17-52-197 - (STATS) -------- AIs:[25] - WcBlocks:[136] - AiReq:[24] Targ:[24] Bloc:[20] Aim:[44] CCast:[0] RndCast[20] TopCast[0]
22-17-55-198 - (STATS) -------- AIs:[25] - WcBlocks:[136] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-17-58-197 - (STATS) -------- AIs:[25] - WcBlocks:[137] - AiReq:[24] Targ:[24] Bloc:[10] Aim:[34] CCast:[0] RndCast[10] TopCast[0]
22-18-01-197 - (STATS) -------- AIs:[25] - WcBlocks:[137] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-18-04-201 - (STATS) -------- AIs:[25] - WcBlocks:[138] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-18-07-197 - (STATS) -------- AIs:[25] - WcBlocks:[138] - AiReq:[24] Targ:[24] Bloc:[20] Aim:[44] CCast:[0] RndCast[20] TopCast[0]
22-18-11-616 - (STATS) -------- AIs:[25] - WcBlocks:[139] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-18-14-616 - (STATS) -------- AIs:[25] - WcBlocks:[139] - AiReq:[24] Targ:[24] Bloc:[10] Aim:[34] CCast:[0] RndCast[10] TopCast[0]
22-18-17-617 - (STATS) -------- AIs:[25] - WcBlocks:[139] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-18-20-617 - (STATS) -------- AIs:[25] - WcBlocks:[139] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-18-23-617 - (STATS) -------- AIs:[25] - WcBlocks:[139] - AiReq:[24] Targ:[24] Bloc:[20] Aim:[44] CCast:[0] RndCast[20] TopCast[0]
22-18-26-617 - (STATS) -------- AIs:[25] - WcBlocks:[139] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-18-29-616 - (STATS) -------- AIs:[25] - WcBlocks:[139] - AiReq:[24] Targ:[24] Bloc:[10] Aim:[34] CCast:[0] RndCast[10] TopCast[0]
22-18-32-617 - (STATS) -------- AIs:[25] - WcBlocks:[139] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-18-35-617 - (STATS) -------- AIs:[25] - WcBlocks:[139] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-18-38-616 - (STATS) -------- AIs:[25] - WcBlocks:[139] - AiReq:[24] Targ:[24] Bloc:[20] Aim:[44] CCast:[0] RndCast[20] TopCast[0]
22-18-41-615 - (STATS) -------- AIs:[25] - WcBlocks:[139] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-18-44-617 - (STATS) -------- AIs:[25] - WcBlocks:[139] - AiReq:[24] Targ:[24] Bloc:[10] Aim:[34] CCast:[0] RndCast[10] TopCast[0]
22-18-47-617 - (STATS) -------- AIs:[25] - WcBlocks:[139] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-18-50-617 - (STATS) -------- AIs:[25] - WcBlocks:[139] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-18-53-616 - (STATS) -------- AIs:[25] - WcBlocks:[139] - AiReq:[24] Targ:[24] Bloc:[20] Aim:[44] CCast:[0] RndCast[20] TopCast[0]
22-18-56-617 - (STATS) -------- AIs:[25] - WcBlocks:[139] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-18-59-617 - (STATS) -------- AIs:[25] - WcBlocks:[139] - AiReq:[24] Targ:[24] Bloc:[10] Aim:[34] CCast:[0] RndCast[10] TopCast[0]
22-19-02-616 - (STATS) -------- AIs:[25] - WcBlocks:[139] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-19-05-617 - (STATS) -------- AIs:[25] - WcBlocks:[139] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-19-08-616 - (STATS) -------- AIs:[25] - WcBlocks:[139] - AiReq:[24] Targ:[24] Bloc:[20] Aim:[44] CCast:[0] RndCast[20] TopCast[0]
22-19-11-617 - (STATS) -------- AIs:[25] - WcBlocks:[139] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-19-14-616 - (STATS) -------- AIs:[25] - WcBlocks:[139] - AiReq:[24] Targ:[24] Bloc:[10] Aim:[34] CCast:[0] RndCast[10] TopCast[0]
22-19-17-616 - (STATS) -------- AIs:[25] - WcBlocks:[139] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-19-20-617 - (STATS) -------- AIs:[25] - WcBlocks:[139] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-19-23-617 - (STATS) -------- AIs:[25] - WcBlocks:[139] - AiReq:[24] Targ:[24] Bloc:[20] Aim:[44] CCast:[0] RndCast[20] TopCast[0]
22-19-26-617 - (STATS) -------- AIs:[25] - WcBlocks:[139] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-19-29-616 - (STATS) -------- AIs:[25] - WcBlocks:[139] - AiReq:[24] Targ:[24] Bloc:[10] Aim:[34] CCast:[0] RndCast[10] TopCast[0]
22-19-32-617 - (STATS) -------- AIs:[25] - WcBlocks:[139] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-19-35-620 - (STATS) -------- AIs:[25] - WcBlocks:[139] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-19-38-616 - (STATS) -------- AIs:[25] - WcBlocks:[139] - AiReq:[24] Targ:[24] Bloc:[20] Aim:[44] CCast:[0] RndCast[20] TopCast[0]
22-19-41-617 - (STATS) -------- AIs:[25] - WcBlocks:[139] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-19-44-616 - (STATS) -------- AIs:[25] - WcBlocks:[139] - AiReq:[24] Targ:[24] Bloc:[10] Aim:[34] CCast:[0] RndCast[10] TopCast[0]
22-19-47-617 - (STATS) -------- AIs:[25] - WcBlocks:[139] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-19-50-617 - (STATS) -------- AIs:[25] - WcBlocks:[139] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-19-53-616 - (STATS) -------- AIs:[25] - WcBlocks:[139] - AiReq:[24] Targ:[24] Bloc:[20] Aim:[44] CCast:[0] RndCast[20] TopCast[0]
22-19-56-616 - (STATS) -------- AIs:[25] - WcBlocks:[139] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-19-59-617 - (STATS) -------- AIs:[25] - WcBlocks:[139] - AiReq:[24] Targ:[24] Bloc:[10] Aim:[34] CCast:[0] RndCast[10] TopCast[0]
22-20-02-617 - (STATS) -------- AIs:[25] - WcBlocks:[139] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-20-05-617 - (STATS) -------- AIs:[25] - WcBlocks:[139] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-20-08-616 - (STATS) -------- AIs:[25] - WcBlocks:[139] - AiReq:[24] Targ:[24] Bloc:[20] Aim:[44] CCast:[0] RndCast[20] TopCast[0]
22-20-11-617 - (STATS) -------- AIs:[25] - WcBlocks:[139] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-20-14-617 - (STATS) -------- AIs:[25] - WcBlocks:[139] - AiReq:[24] Targ:[24] Bloc:[10] Aim:[34] CCast:[0] RndCast[10] TopCast[0]
22-20-17-617 - (STATS) -------- AIs:[26] - WcBlocks:[142] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-20-20-617 - (STATS) -------- AIs:[26] - WcBlocks:[142] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-20-23-619 - (STATS) -------- AIs:[26] - WcBlocks:[142] - AiReq:[24] Targ:[24] Bloc:[20] Aim:[44] CCast:[0] RndCast[20] TopCast[0]
22-20-26-617 - (STATS) -------- AIs:[26] - WcBlocks:[142] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-20-29-616 - (STATS) -------- AIs:[25] - WcBlocks:[142] - AiReq:[24] Targ:[24] Bloc:[10] Aim:[34] CCast:[0] RndCast[10] TopCast[0]
22-20-32-625 - (STATS) -------- AIs:[25] - WcBlocks:[142] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-20-35-617 - (STATS) -------- AIs:[25] - WcBlocks:[142] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-20-38-616 - (STATS) -------- AIs:[25] - WcBlocks:[142] - AiReq:[24] Targ:[24] Bloc:[20] Aim:[44] CCast:[0] RndCast[20] TopCast[0]
22-20-41-616 - (STATS) -------- AIs:[25] - WcBlocks:[142] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-20-44-616 - (STATS) -------- AIs:[25] - WcBlocks:[142] - AiReq:[24] Targ:[24] Bloc:[10] Aim:[34] CCast:[0] RndCast[10] TopCast[0]
22-20-47-617 - (STATS) -------- AIs:[25] - WcBlocks:[142] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-20-50-617 - (STATS) -------- AIs:[25] - WcBlocks:[142] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-20-53-617 - (STATS) -------- AIs:[25] - WcBlocks:[142] - AiReq:[24] Targ:[24] Bloc:[20] Aim:[44] CCast:[0] RndCast[20] TopCast[0]
22-20-56-952 - (STATS) -------- AIs:[25] - WcBlocks:[142] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-20-59-951 - (STATS) -------- AIs:[25] - WcBlocks:[142] - AiReq:[24] Targ:[24] Bloc:[10] Aim:[34] CCast:[0] RndCast[10] TopCast[0]
22-21-02-951 - (STATS) -------- AIs:[25] - WcBlocks:[142] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-21-05-955 - (STATS) -------- AIs:[25] - WcBlocks:[142] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-21-08-952 - (STATS) -------- AIs:[25] - WcBlocks:[142] - AiReq:[24] Targ:[24] Bloc:[20] Aim:[44] CCast:[0] RndCast[20] TopCast[0]
22-21-11-952 - (STATS) -------- AIs:[25] - WcBlocks:[142] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-21-14-951 - (STATS) -------- AIs:[25] - WcBlocks:[142] - AiReq:[24] Targ:[24] Bloc:[10] Aim:[34] CCast:[0] RndCast[10] TopCast[0]
22-21-17-952 - (STATS) -------- AIs:[25] - WcBlocks:[142] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-21-20-952 - (STATS) -------- AIs:[25] - WcBlocks:[142] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-21-23-951 - (STATS) -------- AIs:[25] - WcBlocks:[142] - AiReq:[24] Targ:[24] Bloc:[20] Aim:[44] CCast:[0] RndCast[20] TopCast[0]
22-21-26-952 - (STATS) -------- AIs:[25] - WcBlocks:[142] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-21-29-951 - (STATS) -------- AIs:[25] - WcBlocks:[142] - AiReq:[24] Targ:[24] Bloc:[10] Aim:[34] CCast:[0] RndCast[10] TopCast[0]
22-21-32-952 - (STATS) -------- AIs:[25] - WcBlocks:[142] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-21-35-968 - (STATS) -------- AIs:[25] - WcBlocks:[142] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-21-38-952 - (STATS) -------- AIs:[26] - WcBlocks:[145] - AiReq:[24] Targ:[24] Bloc:[20] Aim:[44] CCast:[0] RndCast[20] TopCast[0]
22-21-41-951 - (STATS) -------- AIs:[26] - WcBlocks:[145] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-21-44-951 - (STATS) -------- AIs:[26] - WcBlocks:[145] - AiReq:[24] Targ:[24] Bloc:[10] Aim:[34] CCast:[0] RndCast[10] TopCast[0]
22-21-47-951 - (STATS) -------- AIs:[26] - WcBlocks:[145] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-21-50-959 - (STATS) -------- AIs:[26] - WcBlocks:[145] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
22-21-53-951 - (STATS) -------- AIs:[26] - WcBlocks:[145] - AiReq:[24] Targ:[24] Bloc:[20] Aim:[44] CCast:[0] RndCast[20] TopCast[0]
22-21-56-951 - (STATS) -------- AIs:[26] - WcBlocks:[145] - AiReq:[24] Targ:[24] Bloc:[28] Aim:[38] CCast:[0] RndCast[14] TopCast[0]
